Index,Token,Location,Speaker,Listened Language,Token,Tag1,Tag2,Tag
7212,faut,"Montréal, Québec",David Bouchard,French,faut,Fr,,Fr
7213,pas,"Montréal, Québec",David Bouchard,French,pas,Fr,,Fr
7214,capoter,"Montréal, Québec",David Bouchard,French,capoter,Fr,,Fr
7215,",","Montréal, Québec",David Bouchard,French,,,Punct,Punct
7216,il,"Montréal, Québec",David Bouchard,French,il,Fr,,Fr
7217,avait,"Montréal, Québec",David Bouchard,French,avait,Fr,,Fr
7218,un,"Montréal, Québec",David Bouchard,French,un,Fr,,Fr
7219,dossier,"Montréal, Québec",David Bouchard,French,dossier,Fr,,Fr
7220,plus,"Montréal, Québec",David Bouchard,French,plus,Fr,,Fr
7221,long,"Montréal, Québec",David Bouchard,French,long,Fr,,Fr
7222,que,"Montréal, Québec",David Bouchard,French,que,Fr,,Fr
7223,ton,"Montréal, Québec",David Bouchard,French,ton,Fr,,Fr
7224,bras,"Montréal, Québec",David Bouchard,French,bras,Fr,,Fr
7225,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
7226,C',"Montréal, Québec",David Bouchard,French,C',Fr,,Fr
7227,était,"Montréal, Québec",David Bouchard,French,était,Fr,,Fr
7228,pas,"Montréal, Québec",David Bouchard,French,pas,Fr,,Fr
7229,le,"Montréal, Québec",David Bouchard,French,le,Fr,,Fr
7230,frère,"Montréal, Québec",David Bouchard,French,frère,Fr,,Fr
7231,André,"Montréal, Québec",David Bouchard,French,André,NamedEnt,,NamedEnt
7232,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
7233,Frère,"Montréal, Québec",Martin Ward,French,Frère,Fr,,Fr
7234,André,"Montréal, Québec",Martin Ward,French,André,NamedEnt,,NamedEnt
7235,!,"Montréal, Québec",Martin Ward,French,!,Punct,,Punct
7236,On,"Montréal, Québec",Capitaine LeBoeuf,French,On,Fr,,Fr
7237,a,"Montréal, Québec",Capitaine LeBoeuf,French,a,Fr,,Fr
7238,été,"Montréal, Québec",Capitaine LeBoeuf,French,été,Fr,,Fr
7239,obligés,"Montréal, Québec",Capitaine LeBoeuf,French,obligés,Fr,,Fr
7240,de,"Montréal, Québec",Capitaine LeBoeuf,French,de,Fr,,Fr
7241,le,"Montréal, Québec",Capitaine LeBoeuf,French,le,Fr,,Fr
7242,ramasser,"Montréal, Québec",Capitaine LeBoeuf,French,ramasser,Fr,,Fr
7243,à,"Montréal, Québec",Capitaine LeBoeuf,French,à,Punct,,Punct
7244,la,"Montréal, Québec",Capitaine LeBoeuf,French,la,Fr,,Fr
7245,spatule,"Montréal, Québec",Capitaine LeBoeuf,French,spatule,Fr,,Fr
7246,!,"Montréal, Québec",Capitaine LeBoeuf,French,!,Punct,,Punct
7247,Vous,"Montréal, Québec",Capitaine LeBoeuf,French,Vous,Fr,,Fr
7248,avez,"Montréal, Québec",Capitaine LeBoeuf,French,avez,Fr,,Fr
7249,fait,"Montréal, Québec",Capitaine LeBoeuf,French,fait,Fr,,Fr
7250,sauter,"Montréal, Québec",Capitaine LeBoeuf,French,sauter,Fr,,Fr
7251,l',"Montréal, Québec",Capitaine LeBoeuf,French,l',Fr,,Fr
7252,édifice,"Montréal, Québec",Capitaine LeBoeuf,French,édifice,Fr,,Fr
7253,",","Montréal, Québec",Capitaine LeBoeuf,French,,,Punct,Punct
7254,puis,"Montréal, Québec",Capitaine LeBoeuf,French,puis,Fr,,Fr
7255,vous,"Montréal, Québec",Capitaine LeBoeuf,French,vous,Fr,,Fr
7256,avez,"Montréal, Québec",Capitaine LeBoeuf,French,avez,Fr,,Fr
7257,oublié,"Montréal, Québec",Capitaine LeBoeuf,French,oublié,Fr,,Fr
7258,la,"Montréal, Québec",Capitaine LeBoeuf,French,la,Fr,,Fr
7259,victime,"Montréal, Québec",Capitaine LeBoeuf,French,victime,Fr,,Fr
7260,dedans,"Montréal, Québec",Capitaine LeBoeuf,French,dedans,Fr,,Fr
7261,!,"Montréal, Québec",Capitaine LeBoeuf,French,!,Punct,,Punct
7262,Il,"Montréal, Québec",David Bouchard,French,Il,Fr,,Fr
7263,y,"Montréal, Québec",David Bouchard,French,y,Fr,,Fr
7264,a,"Montréal, Québec",David Bouchard,French,a,Fr,,Fr
7265,mon,"Montréal, Québec",David Bouchard,French,mon,Fr,,Fr
7266,char,"Montréal, Québec",David Bouchard,French,char,Fr,,Fr
7267,aussi,"Montréal, Québec",David Bouchard,French,aussi,Fr,,Fr
7268,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
7269,INTERROMPS-MOI,"Montréal, Québec",Capitaine LeBoeuf,French,INTERROMPS-MOI,Fr,,Fr
7270,PAS,"Montréal, Québec",Capitaine LeBoeuf,French,PAS,Fr,,Fr
7271,QUAND,"Montréal, Québec",Capitaine LeBoeuf,French,QUAND,Fr,,Fr
7272,JE,"Montréal, Québec",Capitaine LeBoeuf,French,JE,Fr,,Fr
7273,PARLE,"Montréal, Québec",Capitaine LeBoeuf,French,PARLE,Fr,,Fr
7274,",","Montréal, Québec",Capitaine LeBoeuf,French,,,Punct,Punct
7275,OK,"Montréal, Québec",Capitaine LeBoeuf,French,OK,Fr,,Fr
7276,?,"Montréal, Québec",Capitaine LeBoeuf,French,?,Punct,,Punct
7277,En,"Montréal, Québec",Martin Ward,French,En,Fr,,Fr
7278,effet,"Montréal, Québec",Martin Ward,French,effet,Fr,,Fr
7279,",","Montréal, Québec",Martin Ward,French,,,Punct,Punct
7280,chef,"Montréal, Québec",Martin Ward,French,chef,Fr,,Fr
7281,",","Montréal, Québec",Martin Ward,French,,,Punct,Punct
7282,c',"Montréal, Québec",Martin Ward,French,c',Fr,,Fr
7283,est,"Montréal, Québec",Martin Ward,French,est,Fr,,Fr
7284,de,"Montréal, Québec",Martin Ward,French,de,Fr,,Fr
7285,ma,"Montréal, Québec",Martin Ward,French,ma,Fr,,Fr
7286,faute,"Montréal, Québec",Martin Ward,French,faute,Fr,,Fr
7287,0,"Montréal, Québec",Martin Ward,French,0,Punct,,Punct
7288,J',"Montréal, Québec",Martin Ward,French,J',Fr,,Fr
7289,ai,"Montréal, Québec",Martin Ward,French,ai,Fr,,Fr
7290,cru,"Montréal, Québec",Martin Ward,French,cru,Fr,,Fr
7291,voir,"Montréal, Québec",Martin Ward,French,voir,Fr,,Fr
7292,quelqu'un,"Montréal, Québec",Martin Ward,French,quelqu'un,Fr,,Fr
7293,à,"Montréal, Québec",Martin Ward,French,à,Punct,,Punct
7294,l',"Montréal, Québec",Martin Ward,French,l',Fr,,Fr
7295,intérieur,"Montréal, Québec",Martin Ward,French,intérieur,Fr,,Fr
7296,en,"Montréal, Québec",Martin Ward,French,en,Fr,,Fr
7297,détresse,"Montréal, Québec",Martin Ward,French,détresse,Fr,,Fr
7298,0,"Montréal, Québec",Martin Ward,French,0,Punct,,Punct
7299,Il,"Montréal, Québec",Martin Ward,French,Il,Fr,,Fr
7300,y,"Montréal, Québec",Martin Ward,French,y,Fr,,Fr
7301,avait,"Montréal, Québec",Martin Ward,French,avait,Fr,,Fr
7302,quelqu'un,"Montréal, Québec",Martin Ward,French,quelqu'un,Fr,,Fr
7303,",","Montréal, Québec",Martin Ward,French,,,Punct,Punct
7304,mais,"Montréal, Québec",Martin Ward,French,mais,Fr,,Fr
7305,pas,"Montréal, Québec",Martin Ward,French,pas,Fr,,Fr
7306,celui,"Montréal, Québec",Martin Ward,French,celui,Fr,,Fr
7307,que,"Montréal, Québec",Martin Ward,French,que,Fr,,Fr
7308,je,"Montréal, Québec",Martin Ward,French,je,Fr,,Fr
7309,pensais,"Montréal, Québec",Martin Ward,French,pensais,Fr,,Fr
7310,0,"Montréal, Québec",Martin Ward,French,0,Punct,,Punct
7311,Il,"Montréal, Québec",Martin Ward,French,Il,Fr,,Fr
7312,était,"Montréal, Québec",Martin Ward,French,était,Fr,,Fr
7313,en,"Montréal, Québec",Martin Ward,French,en,Fr,,Fr
7314,détresse,"Montréal, Québec",Martin Ward,French,détresse,Fr,,Fr
7315,",","Montréal, Québec",Martin Ward,French,,,Punct,Punct
7316,mais,"Montréal, Québec",Martin Ward,French,mais,Fr,,Fr
7317,pas,"Montréal, Québec",Martin Ward,French,pas,Fr,,Fr
7318,aujourd'hui,"Montréal, Québec",Martin Ward,French,aujourd'hui,Fr,,Fr
7319,0,"Montréal, Québec",Martin Ward,French,0,Punct,,Punct
7320,C',"Montréal, Québec",Martin Ward,French,C',Fr,,Fr
7321,est,"Montréal, Québec",Martin Ward,French,est,Fr,,Fr
7322,à,"Montréal, Québec",Martin Ward,French,à,Punct,,Punct
7323,peu,"Montréal, Québec",Martin Ward,French,peu,Fr,,Fr
7324,près,"Montréal, Québec",Martin Ward,French,près,Fr,,Fr
7325,ça,"Montréal, Québec",Martin Ward,French,ça,Fr,,Fr
7326,",","Montréal, Québec",Martin Ward,French,,,Punct,Punct
7327,non,"Montréal, Québec",Martin Ward,French,non,Fr,,Fr
7328,?,"Montréal, Québec",Martin Ward,French,?,Punct,,Punct
7329,Captain,"Montréal, Québec",Sécretaire du Capitaine LeBoeuf,French,Captain,Eng,,Eng
7330,MacDuff,"Montréal, Québec",Sécretaire du Capitaine LeBoeuf,French,MacDuff,NamedEnt,,NamedEnt
7331,",","Montréal, Québec",Sécretaire du Capitaine LeBoeuf,French,,,Punct,Punct
7332,ligne,"Montréal, Québec",Sécretaire du Capitaine LeBoeuf,French,ligne,Fr,,Fr
7333,0,"Montréal, Québec",Sécretaire du Capitaine LeBoeuf,French,0,Punct,,Punct
7334,Captain,"Montréal, Québec",Capitaine LeBoeuf,English,Captain,Eng,,Eng
7335,MacDuff,"Montréal, Québec",Capitaine LeBoeuf,English,MacDuff,NamedEnt,,NamedEnt
7336,You,"Montréal, Québec",Capitaine LeBoeuf,English,You,Eng,,Eng
7337,got,"Montréal, Québec",Capitaine LeBoeuf,English,got,Eng,,Eng
7338,my,"Montréal, Québec",Capitaine LeBoeuf,English,my,Eng,,Eng
7339,message,"Montréal, Québec",Capitaine LeBoeuf,English,message,Eng,,Eng
7340,about,"Montréal, Québec",Capitaine LeBoeuf,English,about,Eng,,Eng
7341,what,"Montréal, Québec",Capitaine LeBoeuf,English,what,Eng,,Eng
7342,you,"Montréal, Québec",Capitaine LeBoeuf,English,you,Eng,,Eng
7343,crazy,"Montréal, Québec",Capitaine LeBoeuf,English,crazy,Eng,,Eng
7344,cop,"Montréal, Québec",Capitaine LeBoeuf,English,cop,Eng,,Eng
7345,do,"Montréal, Québec",Capitaine LeBoeuf,English,do,Eng,,Eng
7346,?,"Montréal, Québec",Capitaine LeBoeuf,English,?,Punct,,Punct
7347,-0,"Toronto, Ontario",Captain Brian MacDuff,English,-0,Punct,,Punct
7348,Yes,"Toronto, Ontario",Captain Brian MacDuff,English,Yes,Eng,,Eng
7349,0,"Toronto, Ontario",Captain Brian MacDuff,English,0,Punct,,Punct
7350,-0,"Montréal, Québec",Capitaine LeBoeuf,English,-0,Punct,,Punct
7351,He,"Montréal, Québec",Capitaine LeBoeuf,English,He,Eng,,Eng
7352,burned,"Montréal, Québec",Capitaine LeBoeuf,English,burned,Eng,,Eng
7353,down,"Montréal, Québec",Capitaine LeBoeuf,English,down,Eng,,Eng
7354,the,"Montréal, Québec",Capitaine LeBoeuf,English,the,Eng,,Eng
7355,building,"Montréal, Québec",Capitaine LeBoeuf,English,building,Eng,,Eng
7356,!,"Montréal, Québec",Capitaine LeBoeuf,English,!,Punct,,Punct
7357,He,"Montréal, Québec",Capitaine LeBoeuf,English,He,Eng,,Eng
7358,blew,"Montréal, Québec",Capitaine LeBoeuf,English,blew,Eng,,Eng
7359,up..,"Montréal, Québec",Capitaine LeBoeuf,English,up..,Eng,,Eng
7360,0,"Montréal, Québec",Capitaine LeBoeuf,English,0,Punct,,Punct
7361,the,"Montréal, Québec",Capitaine LeBoeuf,English,the,Eng,,Eng
7362,witness,"Montréal, Québec",Capitaine LeBoeuf,English,witness,Eng,,Eng
7363,!,"Montréal, Québec",Capitaine LeBoeuf,English,!,Punct,,Punct
7364,-0,"Toronto, Ontario",Captain Brian MacDuff,English,-0,Punct,,Punct
7365,Martin,"Toronto, Ontario",Captain Brian MacDuff,English,Martin,NamedEnt,,NamedEnt
7366,",","Toronto, Ontario",Captain Brian MacDuff,English,,,Punct,Punct
7367,is,"Toronto, Ontario",Captain Brian MacDuff,English,is,Eng,,Eng
7368,this,"Toronto, Ontario",Captain Brian MacDuff,English,this,Eng,,Eng
7369,TRUE,"Toronto, Ontario",Captain Brian MacDuff,English,TRUE,Eng,,Eng
7370,?,"Toronto, Ontario",Captain Brian MacDuff,English,?,Punct,,Punct
7371,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
7372,Well,"Montréal, Québec",Martin Ward,English,Well,Eng,,Eng
7373,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
7374,uh..,"Montréal, Québec",Martin Ward,English,uh..,Eng,,Eng
7375,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
7376,with,"Montréal, Québec",Martin Ward,English,with,Eng,,Eng
7377,regard,"Montréal, Québec",Martin Ward,English,regard,Eng,,Eng
7378,to,"Montréal, Québec",Martin Ward,English,to,Eng,,Eng
7379,the,"Montréal, Québec",Martin Ward,English,the,Eng,,Eng
7380,situation,"Montréal, Québec",Martin Ward,English,situation,Eng,,Eng
7381,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
7382,sir,"Montréal, Québec",Martin Ward,English,sir,Eng,,Eng
7383,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
7384,I,"Montréal, Québec",Martin Ward,English,I,Eng,,Eng
7385,think,"Montréal, Québec",Martin Ward,English,think,Eng,,Eng
7386,one,"Montréal, Québec",Martin Ward,English,one,Eng,,Eng
7387,could,"Montréal, Québec",Martin Ward,English,could,Eng,,Eng
7388,characterize,"Montréal, Québec",Martin Ward,English,characterize,Eng,,Eng
7389,the,"Montréal, Québec",Martin Ward,English,the,Eng,,Eng
7390,case,"Montréal, Québec",Martin Ward,English,case,Eng,,Eng
7391,as,"Montréal, Québec",Martin Ward,English,as,Eng,,Eng
7392,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
7393,uh..,"Montréal, Québec",Martin Ward,English,uh..,Eng,,Eng
7394,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
7395,What,"Montréal, Québec",Martin Ward,English,What,Eng,,Eng
7396,was,"Montréal, Québec",Martin Ward,English,was,Eng,,Eng
7397,the,"Montréal, Québec",Martin Ward,English,the,Eng,,Eng
7398,question,"Montréal, Québec",Martin Ward,English,question,Eng,,Eng
7399,?,"Montréal, Québec",Martin Ward,English,?,Punct,,Punct
7400,-0,"Montréal, Québec",Capitaine LeBoeuf,English,-0,Punct,,Punct
7401,Witness,"Montréal, Québec",Capitaine LeBoeuf,English,Witness,Eng,,Eng
7402,!,"Montréal, Québec",Capitaine LeBoeuf,English,!,Punct,,Punct
7403,Witness,"Montréal, Québec",Capitaine LeBoeuf,English,Witness,Eng,,Eng
7404,!,"Montréal, Québec",Capitaine LeBoeuf,English,!,Punct,,Punct
7405,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
7406,Oh,"Montréal, Québec",Martin Ward,English,Oh,Eng,,Eng
7407,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
7408,no,"Montréal, Québec",Martin Ward,English,no,Eng,,Eng
7409,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
7410,I,"Montréal, Québec",Martin Ward,English,I,Eng,,Eng
7411,have,"Montréal, Québec",Martin Ward,English,have,Eng,,Eng
7412,a,"Montréal, Québec",Martin Ward,English,a,Eng,,Eng
7413,halibi,"Montréal, Québec",Martin Ward,English,halibi,Eng,,Eng
7414,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
7415,I,"Montréal, Québec",Martin Ward,English,I,Eng,,Eng
7416,was,"Montréal, Québec",Martin Ward,English,was,Eng,,Eng
7417,at,"Montréal, Québec",Martin Ward,English,at,Eng,,Eng
7418,David's,"Montréal, Québec",Martin Ward,English,David's,NamedEnt,,NamedEnt
7419,daughter's,"Montréal, Québec",Martin Ward,English,daughter's,Eng,,Eng
7420,ballet,"Montréal, Québec",Martin Ward,English,ballet,Fr,,Fr
7421,recital,"Montréal, Québec",Martin Ward,English,recital,Fr,,Fr
7422,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
7423,Quoi,"Montréal, Québec",Capitaine LeBoeuf,French,Quoi,Fr,,Fr
7424,?,"Montréal, Québec",Capitaine LeBoeuf,French,?,Punct,,Punct
7425,-0,"Toronto, Ontario",Captain Brian MacDuff,English,-0,Punct,,Punct
7426,Martin,"Toronto, Ontario",Captain Brian MacDuff,English,Martin,NamedEnt,,NamedEnt
7427,",","Toronto, Ontario",Captain Brian MacDuff,English,,,Punct,Punct
7428,you,"Toronto, Ontario",Captain Brian MacDuff,English,you,Eng,,Eng
7429,come,"Toronto, Ontario",Captain Brian MacDuff,English,come,Eng,,Eng
7430,home,"Toronto, Ontario",Captain Brian MacDuff,English,home,Eng,,Eng
7431,right,"Toronto, Ontario",Captain Brian MacDuff,English,right,Eng,,Eng
7432,now,"Toronto, Ontario",Captain Brian MacDuff,English,now,Eng,,Eng
7433,!,"Toronto, Ontario",Captain Brian MacDuff,English,!,Punct,,Punct
7434,We'll,"Toronto, Ontario",Captain Brian MacDuff,English,We'll,Eng,,Eng
7435,talk,"Toronto, Ontario",Captain Brian MacDuff,English,talk,Eng,,Eng
7436,about,"Toronto, Ontario",Captain Brian MacDuff,English,about,Eng,,Eng
7437,this,"Toronto, Ontario",Captain Brian MacDuff,English,this,Eng,,Eng
7438,later,"Toronto, Ontario",Captain Brian MacDuff,English,later,Eng,,Eng
7439,0,"Toronto, Ontario",Captain Brian MacDuff,English,0,Punct,,Punct
7440,It's,"Toronto, Ontario",Captain Brian MacDuff,English,It's,Eng,,Eng
7441,not,"Toronto, Ontario",Captain Brian MacDuff,English,not,Eng,,Eng
7442,our,"Toronto, Ontario",Captain Brian MacDuff,English,our,Eng,,Eng
7443,business,"Toronto, Ontario",Captain Brian MacDuff,English,business,Eng,,Eng
7444,!,"Toronto, Ontario",Captain Brian MacDuff,English,!,Punct,,Punct
7445,Now,"Toronto, Ontario",Captain Brian MacDuff,English,Now,Eng,,Eng
7446,get,"Toronto, Ontario",Captain Brian MacDuff,English,get,Eng,,Eng
7447,back,"Toronto, Ontario",Captain Brian MacDuff,English,back,Eng,,Eng
7448,home,"Toronto, Ontario",Captain Brian MacDuff,English,home,Eng,,Eng
7449,!,"Toronto, Ontario",Captain Brian MacDuff,English,!,Punct,,Punct
7450,Moi,"Montréal, Québec",David Bouchard,French,Moi,Fr,,Fr
7451,",","Montréal, Québec",David Bouchard,French,,,Punct,Punct
7452,de,"Montréal, Québec",David Bouchard,French,de,Fr,,Fr
7453,toute,"Montréal, Québec",David Bouchard,French,toute,Fr,,Fr
7454,façon,"Montréal, Québec",David Bouchard,French,façon,Fr,,Fr
7455,",","Montréal, Québec",David Bouchard,French,,,Punct,Punct
7456,je,"Montréal, Québec",David Bouchard,French,je,Fr,,Fr
7457,vais,"Montréal, Québec",David Bouchard,French,vais,Fr,,Fr
7458,être,"Montréal, Québec",David Bouchard,French,être,Fr,,Fr
7459,bien,"Montréal, Québec",David Bouchard,French,bien,Fr,,Fr
7460,mieux,"Montréal, Québec",David Bouchard,French,mieux,Fr,,Fr
7461,si,"Montréal, Québec",David Bouchard,French,si,Fr,,Fr
7462,j',"Montréal, Québec",David Bouchard,French,j',Fr,,Fr
7463,ai,"Montréal, Québec",David Bouchard,French,ai,Fr,,Fr
7464,pas,"Montréal, Québec",David Bouchard,French,pas,Fr,,Fr
7465,un,"Montréal, Québec",David Bouchard,French,un,Fr,,Fr
7466,touriste,"Montréal, Québec",David Bouchard,French,touriste,Fr,,Fr
7467,à,"Montréal, Québec",David Bouchard,French,à,Punct,,Punct
7468,traîner,"Montréal, Québec",David Bouchard,French,traîner,Fr,,Fr
7469,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
7470,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
7471,Listen,"Montréal, Québec",Martin Ward,English,Listen,Eng,,Eng
7472,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
7473,sir,"Montréal, Québec",Martin Ward,English,sir,Eng,,Eng
7474,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
7475,let,"Montréal, Québec",Martin Ward,English,let,Eng,,Eng
7476,me,"Montréal, Québec",Martin Ward,English,me,Eng,,Eng
7477,fix,"Montréal, Québec",Martin Ward,English,fix,Eng,,Eng
7478,this,"Montréal, Québec",Martin Ward,English,this,Eng,,Eng
7479,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
7480,Because,"Montréal, Québec",Martin Ward,English,Because,Eng,,Eng
7481,I'm,"Montréal, Québec",Martin Ward,English,I'm,Eng,,Eng
7482,spending,"Montréal, Québec",Martin Ward,English,spending,Eng,,Eng
7483,half,"Montréal, Québec",Martin Ward,English,half,Eng,,Eng
7484,my,"Montréal, Québec",Martin Ward,English,my,Eng,,Eng
7485,time,"Montréal, Québec",Martin Ward,English,time,Eng,,Eng
7486,babysitting,"Montréal, Québec",Martin Ward,English,babysitting,Eng,,Eng
7487,Rambo,"Montréal, Québec",Martin Ward,English,Rambo,Eng,,Eng
7488,on,"Montréal, Québec",Martin Ward,English,on,Eng,,Eng
7489,steroids,"Montréal, Québec",Martin Ward,English,steroids,Eng,,Eng
7490,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
7491,I,"Montréal, Québec",Martin Ward,English,I,Eng,,Eng
7492,can,"Montréal, Québec",Martin Ward,English,can,Eng,,Eng
7493,fix,"Montréal, Québec",Martin Ward,English,fix,Eng,,Eng
7494,this,"Montréal, Québec",Martin Ward,English,this,Eng,,Eng
7495,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
7496,Vos,"Montréal, Québec",Capitaine LeBoeuf,French,Vos,Fr,,Fr
7497,gueules,"Montréal, Québec",Capitaine LeBoeuf,French,gueules,Fr,,Fr
7498,!,"Montréal, Québec",Capitaine LeBoeuf,French,!,Punct,,Punct
7499,VOS,"Montréal, Québec",Capitaine LeBoeuf,French,VOS,Fr,,Fr
7500,GUEULES,"Montréal, Québec",Capitaine LeBoeuf,French,GUEULES,Fr,,Fr
7501,!,"Montréal, Québec",Capitaine LeBoeuf,French,!,Punct,,Punct
7502,VOS,"Montréal, Québec",Capitaine LeBoeuf,French,VOS,Fr,,Fr
7503,GUEULES,"Montréal, Québec",Capitaine LeBoeuf,French,GUEULES,Fr,,Fr
7504,!,"Montréal, Québec",Capitaine LeBoeuf,French,!,Punct,,Punct
7505,and,"Montréal, Québec",Capitaine LeBoeuf,English,and,Eng,,Eng
7506,you,"Montréal, Québec",Capitaine LeBoeuf,English,you,Eng,,Eng
7507,mon,"Montréal, Québec",Capitaine LeBoeuf,French,mon,Fr,,Fr
7508,espèce,"Montréal, Québec",Capitaine LeBoeuf,French,espèce,Fr,,Fr
7509,de,"Montréal, Québec",Capitaine LeBoeuf,French,de,Fr,,Fr
7510,vache,"Montréal, Québec",Capitaine LeBoeuf,French,vache,Fr,,Fr
7511,folle,"Montréal, Québec",Capitaine LeBoeuf,French,folle,Fr,,Fr
7512,!,"Montréal, Québec",Capitaine LeBoeuf,French,!,Punct,,Punct
7513,À,"Montréal, Québec",Capitaine LeBoeuf,French,À,Punct,,Punct
7514,partir,"Montréal, Québec",Capitaine LeBoeuf,French,partir,Fr,,Fr
7515,de,"Montréal, Québec",Capitaine LeBoeuf,French,de,Fr,,Fr
7516,tout,"Montréal, Québec",Capitaine LeBoeuf,French,tout,Fr,,Fr
7517,de,"Montréal, Québec",Capitaine LeBoeuf,French,de,Fr,,Fr
7518,suite..,"Montréal, Québec",Capitaine LeBoeuf,French,suite..,Fr,,Fr
7519,0,"Montréal, Québec",Capitaine LeBoeuf,French,0,Punct,,Punct
7520,t',"Montréal, Québec",Capitaine LeBoeuf,French,t',Fr,,Fr
7521,es,"Montréal, Québec",Capitaine LeBoeuf,French,es,Fr,,Fr
7522,off,"Montréal, Québec",Capitaine LeBoeuf,English,off,Eng,,Eng
