Token,Tag
",Punct
so,Eng
long,Eng
ago,Eng
esos,Spn
incendios,Spn
seem,Eng
now,Eng
.,Punct
Only,Eng
last,Eng
September,NamedEnt
.,Punct
¿Eso,Spn
fue,Spn
antes,Spn
de,Spn
que,Spn
me,Spn
dijeras,Spn
‘,Punct
fuck,Spn
you,Eng
’,Punct
?,Punct
¿Antes,Spn
de,Spn
que,Spn
comenzaras,Spn
a,Spn
mandarme,Spn
a,Spn
la,Spn
mierda,Spn
every,Eng
day,Eng
?,Punct
Before,Eng
I,Eng
would,Eng
become,Eng
inured,Eng
",Punct
finally,Eng
",Punct
able,Eng
to,Eng
take,Eng
those,Eng
words,Eng
in,Eng
and,Eng
just,Eng
sit,Eng
there,Eng
",Punct
impasible.ANTI-,Eng
Pero,Spn
OJITO,NamedEnt
",Punct
eh,Spn
?,Punct
Si,Spn
estoy,Spn
tan,Spn
inured,Eng
",Punct
why,Eng
oh,Eng
why,Eng
me,Spn
pregunto,Spn
",Punct
right,Eng
now,Eng
as,Eng
I,Eng
approach,Eng
the,Eng
red,Eng
light,Eng
at,Eng
the,Eng
corner,Eng
of,Eng
Claremont,NamedEnt
Blvd,NamedEnt
.,Punct
and,Eng
Foothill,NamedEnt
Blvd.—la,Spn
mundialmente,Spn
famosa,Spn
Route,NamedEnt
66,Spn
",Punct
running,Eng
right,Eng
smack,Eng
through,Eng
el,Spn
Inland,Eng
Empire,Spn
donde,Spn
vivo,Spn
(,Punct
el,Spn
periódico,Spn
ponía,Spn
",Punct
the,Eng
other,Eng
day,Eng
",Punct
que,Spn
909,Spn
es,Spn
el,Spn
area,Eng
code,Eng
más,Spn
abyecto,Spn
",Punct
más,Spn
white,Eng
trash,Eng
",Punct
más,Spn
the-house-that-meth-built,Spn
",Punct
más,Spn
trailer,Eng
park,Eng
",Punct
más,Spn
peinado,Spn
mullet,Spn
",Punct
más,Spn
rascuache,Spn
",Punct
pero,Spn
hey,Eng
",Punct
yo,Spn
estoy,Spn
aquí,Spn
para,Spn
significarlo,Spn
de,Spn
otro,Spn
modo,Spn
",Punct
OK,Spn
?,Punct
)—why,Spn
entonces,Spn
digo,Spn
",Punct
anyway,Eng
",Punct
this,Eng
sudden,Eng
urge,Spn
(,Punct
como,Spn
el,Spn
Cortázarmandrill,NamedEnt
urge,Spn
",Punct
como,Spn
el,Spn
leap,Eng
over,Eng
the,Eng
guard,Eng
rope,Eng
and,Eng
poke,Eng
the,Eng
Chagall,NamedEnt
urge,Spn
),Punct
to,Eng
gun,Eng
it,Eng
",Punct
right,Eng
through,Eng
this,Eng
semáforo,Spn
en,Spn
rojo,Spn
?,Punct
Sentir,Spn
que,Spn
el,Spn
metal,Eng
de,Spn
los,Spn
otros,Spn
autos,Spn
hace,Spn
impacto,Spn
y,Spn
se,Spn
incrusta,Spn
en,Spn
el,Spn
del,Spn
mío,Spn
",Punct
como,Spn
en,Spn
ese,Spn
Rosario,NamedEnt
Ferré,NamedEnt
story,Eng
about,Eng
the,Eng
car,Eng
crash,Eng
(,Punct
where,Eng
I,Eng
learned,Eng
the,Eng
word,Eng
incrustar,Spn
.,Punct
I,Eng
mean,Eng
",Punct
really,Eng
learned,Eng
it,Eng
),Punct
.,Punct
Sentirme,NamedEnt
triturada,Spn
",Punct
run,Eng
through,Eng
",Punct
obliterada,Spn
.,Punct
Para,NamedEnt
no,Spn
tener,Spn
que,Spn
oír,Spn
más,Spn
tu,Spn
desprecio,Spn
.,Punct
Tu,Spn
indiferencia,Spn
.,Punct
Tu,Spn
odio,Spn
.,Punct
Soez,Spn
.,Punct
Dismissive,NamedEnt
.,Punct
Y,Spn
.,Punct
.,Punct
.,Punct
(,Punct
pausa,Spn
porteña,Spn
),Punct
no,Spn
.,Punct
¿Cómo,Spn
voy,Spn
a,Spn
pretender,Spn
representar,Spn
",Punct
representarme,Spn
",Punct
even,Eng
for,Eng
one,Eng
luxurious,Eng
minute,Eng
",Punct
como,Spn
alguien,Spn
deseante,Spn
de,Spn
que,Spn
la,Spn
trituren,Spn
?,Punct
This,Eng
rich,Eng
",Punct
heroininflected,Eng
glaze,Eng
",Punct
la,Spn
voz,Spn
de,Spn
la,Spn
Lucinda,NamedEnt
Williams,NamedEnt
en,Spn
su,Spn
latest—and,Eng
definitely,Eng
not,Eng
very,Eng
commercial-CD,Eng
canta,Spn
",Punct
growls,Eng
",Punct
drawls,Eng
",Punct
southern,Eng
accent,Eng
heavier,Eng
than,Eng
ever,Eng
",Punct
casi,Spn
hasta,Spn
ininteligible,Spn
en,Spn
places,Eng
.,Punct
Yeah,NamedEnt
",Punct
don’t,Spn
flatter,Eng
yourself,Eng
for,Eng
one,Eng
minute,Eng
that,Eng
I’d,Spn
really,Eng
do,Eng
it—pedal,Eng
to,Eng
the,Eng
metal—soy,Eng
demasiado,Spn
sensation,Eng
junkie,Eng
.,Punct
Y,Spn
ese,Spn
deseo,Spn
just,Eng
keeps,Eng
on,Eng
pulling,Eng
me,Spn
back,Eng
from,Eng
any,Eng
brink,Eng
.,Punct
De,Spn
cualquier,Spn
acantilado,Spn
.,Punct
Every,Eng
time,Eng
.,Punct
No,Spn
.,Punct
No,Spn
podría,Spn
ir,Spn
",Punct
really,Eng
",Punct
a,Spn
ningún,Spn
lugar,Spn
where,Eng
I,Eng
wouldn’t,Eng
be,Eng
able,Eng
to,Eng
laugh,Eng
about,Eng
how,Eng
Aaron,NamedEnt
",Punct
el,Spn
alterna-boy,Eng
",Punct
nuevo,Spn
secretario,Spn
at,Eng
work,Eng
",Punct
me,Spn
recuerda,Spn
",Punct
dead,Eng
on,Eng
",Punct
a,Spn
mi,Spn
dead-at-35,Eng
",Punct
dead,Eng
of,Eng
his,Eng
toobig,Eng
heart,Eng
",Punct
roquero,Spn
cousin,Eng
",Punct
J.P.,NamedEnt
Couldn’t,Eng
go,Eng
to,Eng
a,Spn
place,Eng
que,Spn
no,Spn
incluyera,Spn
esta,Spn
bourbon,Eng
slip,Eng
and,Eng
slide,Eng
of,Eng
a,Spn
voice,Eng
de,Spn
la,Spn
Lucinda,NamedEnt
Williams—lazy,NamedEnt
yet,Eng
disciplined,Eng
a,Spn
la,Spn
vez—singing,Eng
about,Eng
"betrayal,Eng
siempre,Spn
so,Eng
much,Eng
traición,Spn
",Punct
singing,Eng
about,Eng
listening,Eng
to,Eng
Neil,NamedEnt
Young,Eng
and,Eng
driving,Eng
up,Eng
the,Eng
coast,Eng
",Punct
cerca,Spn
de,Spn
Ventura,NamedEnt
.,Punct
No,Spn
podría,Spn
ir,Spn
nunca,Spn
a,Spn
un,Spn
lugar,Spn
without,Eng
this,Eng
sudden,Eng
burst,Eng
of,Eng
tiny,Eng
",Punct
live,Eng
bodies,Eng
by,Eng
the,Eng
side,Eng
of,Eng
the,Eng
road—like,Eng
birds,Eng
flushed,Eng
out,Eng
by,Eng
a,Spn
hunting,Eng
dog,Eng
pero,Spn
para,Spn
el,Spn
único,Spn
objetivo,Spn
of,Eng
my,Eng
eyes,Eng
.,Punct
Oh,Eng
",Punct
mini-children,Eng
",Punct
tan,Spn
pre-resentimiento,Spn
.,Punct
Tan,Spn
antes,Spn
del,Spn
pain,Eng
que,Spn
constituye,Eng
la,Spn
adolescencia,Spn
.,Punct
Que,Spn
te,Spn
constituye,Eng
.,Punct
Estas,Spn
small,Eng
criaturas,Spn
tan,Spn
vivientes,Spn
",Punct
laughing,Eng
.,Punct
On,Eng
the,Eng
Road,NamedEnt
Crónica,Spn
18,Spn
agosto,Spn
",Punct
2002,Spn
Los,Spn
Angeles,Spn
Para,NamedEnt
Elizabeth,NamedEnt
Reavley,NamedEnt
y,Spn
para,Spn
John,NamedEnt
Carlos,NamedEnt
Rowe,NamedEnt
Cuando,Spn
tenía,Spn
17,Spn
años,Spn
",Punct
maybe,Eng
18,Spn
",Punct
me,Spn
mudé,Spn
a,Spn
la,Spn
casa,Spn
de,Spn
mi,Spn
novio,Spn
de,Spn
entonces,Spn
",Punct
a,Spn
British-born,Eng
Kawasaki,NamedEnt
off-road,Eng
team,Eng
mechanic,Eng
and,Eng
part-time,Eng
racer,Spn
.,Punct
Yeah,NamedEnt
",Punct
I,Eng
moved,Eng
in,Eng
con,Spn
él,Spn
",Punct
y,Spn
con,Spn
sus,Spn
2,Punct
male,Eng
roomates,Eng
.,Punct
I,Eng
didn’t,Eng
have,Eng
a,Spn
job,Eng
for,Eng
that,Eng
summer,Eng
en,Spn
Santa,NamedEnt
Cruz,NamedEnt
so,Eng
me,Spn
fui,Spn
con,Spn
todo,Spn
y,Spn
mis,Spn
$400.00,Spn
para,Spn
vivir,Spn
en,Spn
esa,Spn
bland,Eng
",Punct
one-story,Eng
",Punct
all-male,Eng
house,Eng
en,Spn
los,Spn
suburbs,Eng
de,Spn
Orange,Eng
County,NamedEnt
.,Punct
En,Spn
Fountain,NamedEnt
Valley,Eng
.,Punct
It,Eng
was,Eng
pretty,Eng
awful,Eng
.,Punct
Lo,Spn
más,Spn
exciting,Eng
que,Spn
me,Spn
pasó,Spn
fue,Spn
when,Eng
I,Eng
was,Eng
sunbathing,Eng
en,Spn
pelotas,Spn
en,Spn
el,Spn
backyard,Eng
",Punct
lying,Eng
there,Eng
sweating,Eng
",Punct
lamenting,Spn
being,Eng
tan,Spn
close,Eng
to,Eng
the,Eng
beach,Eng
",Punct
pero,Spn
sin,Spn
auto,Spn
",Punct
plus,Eng
I,Eng
didn’t,Eng
even,Eng
know,Eng
how,Eng
to,Eng
drive,Eng
yet,Eng
.,Punct
So,Eng
allí,Spn
estaba,Spn
",Punct
trapped,Eng
",Punct
consigned,Eng
to,Eng
that,Eng
smoggy,Eng
",Punct
inland,Eng
",Punct
crabgrass-filled,Eng
yarda,Spn
.,Punct
Y,Spn
el,Spn
vecino,Spn
",Punct
un,Spn
fornido,Spn
gringo,Spn
housepainter,Eng
whose,Eng
wife,Eng
seemed,Eng
to,Eng
be,Eng
permanently,Eng
“,Punct
visiting,Eng
her,Eng
sister,Eng
",Punct
”,Punct
intentó,Spn
jump,Eng
the,Eng
fence,Eng
pa,Spn
’,Punct
“,Punct
get,Eng
to,Eng
know,Eng
me,Spn
.,Punct
”,Punct
Otro,Spn
exciting,Eng
highlight,Eng
:,Punct
fuimos,Spn
camping,Eng
in,Eng
the,Eng
desert,Eng
once,Eng
(,Punct
tú,Spn
sabes76,Spn
que,Spn
lo,Spn
outdoorsy,Eng
is,Eng
really,Eng
not,Eng
my,Eng
forte,Spn
),Punct
",Punct
y,Spn
de,Spn
noche,Spn
fui,Spn
a,Spn
hacer,Spn
pis,Spn
and,Eng
I,Eng
guess,Eng
I,Eng
peed,Eng
on,Eng
top,Eng
of,Eng
some,Eng
poison,Eng
oak—you,Eng
can,Eng
imagine,Eng
cómo,Spn
pasé,Spn
the,Eng
next,Eng
two,Eng
weeks,Eng
.,Punct
.,Punct
.,Punct
Aprendí,Spn
a,Spn
conducir,Spn
en,Spn
el,Spn
battered,Eng
",Punct
butter-yellow,Eng
Dodge,NamedEnt
Econoline,Eng
van,Spn
de,Spn
Paul,NamedEnt
Nyland,NamedEnt
",Punct
el,Spn
novio,Spn
.,Punct
It,Eng
was,Eng
HUMONGOUS,Eng
",Punct
and,Eng
only,Eng
had,Eng
those,Eng
big-old,Eng
side,Eng
espejos,Spn
pero,Spn
the,Eng
back,Eng
was,Eng
blocked,Eng
por,Spn
unas,Spn
cortinitas,Spn
bien,Spn
coquetas,Spn
and,Eng
of,Eng
course,Eng
",Punct
by,Eng
the,Eng
two,Eng
huge,Eng
motocross,Eng
bikes,Eng
we,Eng
were,Eng
hauling,Eng
.,Punct
So,Eng
",Punct
comencé,Spn
a,Spn
drive,Eng
around,Eng
en,Spn
círculos,Spn
on,Eng
the,Eng
dry,Eng
lake,Eng
bed,Eng
",Punct
at,Eng
first,Eng
",Punct
then,Eng
I,Eng
began,Eng
to,Eng
back,Eng
up,Eng
over,Eng
my,Eng
tracks,Eng
",Punct
siguiendo,Spn
las,Spn
directions,Eng
del,Spn
professionaldriver,Eng
boyfriend,Eng
.,Punct
And,Eng
then,Eng
I,Eng
started,Eng
thinking,Eng
damn,Eng
",Punct
esto,Spn
está,Spn
chupao,Spn
.,Punct
Getting,Eng
good,Eng
and,Eng
cocky,Eng
",Punct
following,Eng
this,Eng
little,Eng
dirt,Eng
road,Eng
y,Spn
de,Spn
repente,Spn
veo,Spn
que,Spn
ALL,Eng
OF,Eng
A,Spn
SUDDEN,Eng
",Punct
como,Spn
right,Eng
out,Eng
of,Eng
nowhere,Eng
",Punct
estoy,Spn
headed,Eng
for,Eng
the,Eng
freeway,Eng
on-ramp,Eng
.,Punct
Y,Spn
miro,Spn
medio,Spn
de,Spn
reojo,Spn
y,Spn
Paul,NamedEnt
está,Spn
passed,Eng
out,Eng
en,Spn
el,Spn
front,Eng
seat,Eng
(,Punct
after,Eng
a,Spn
long,Eng
",Punct
hot,Eng
",Punct
dusty,Eng
race,Eng
",Punct
the,Eng
whine,Eng
de,Spn
los,Spn
dirt,Eng
bikes,Eng
was,Eng
still,Eng
ringing,Eng
in,Eng
my,Eng
ears,Eng
",Punct
y,Spn
yo,Spn
ni,Spn
siquiera,Spn
había,Spn
estado,Spn
racing,Eng
),Punct
y,Spn
John,NamedEnt
Southwick,NamedEnt
",Punct
el,Spn
roomate,Spn
",Punct
y,Spn
el,Spn
otro,Spn
roomate,Spn
",Punct
Steven,NamedEnt
Bovan,NamedEnt
(,Punct
killed,Eng
unos,Spn
años,Spn
después,Spn
by,Eng
a,Spn
bullet,Eng
in,Eng
the,Eng
parking,Eng
lot,Eng
of,Eng
the,Eng
Newport,NamedEnt
Beach,Eng
“,Punct
El,Spn
Torito,NamedEnt
”,Punct
on,Eng
a,Spn
drug,Eng
deal,Eng
gone,Eng
bad,Eng
",Punct
the,Eng
night,Eng
before,Eng
I,Eng
had,Eng
a,Spn
paper,Eng
due,Eng
in,Eng
the,Eng
Contemporary,Eng
American,Eng
Fiction,NamedEnt
course,Eng
del,Spn
John,NamedEnt
Carlos,NamedEnt
Rowe,NamedEnt
",Punct
pero,Spn
esa,Spn
es,Spn
otra,Spn
),Punct
también,Spn
passed,Eng
out,Eng
in,Eng
the,Eng
back,Eng
.,Punct
Y,Spn
veo,Spn
los,Spn
freeway,Eng
signs,Eng
que,Spn
ponen,Spn
no,Spn
sé,Spn
cuál,Spn
Orange,Eng
County,NamedEnt
freeway,Eng
",Punct
on,Eng
a,Spn
Sunday,Eng
afternoon,Eng
",Punct
heading,Eng
west,Eng
from,Eng
the,Eng
desert,Eng
.,Punct
Los,Spn
lanes,Eng
looked,Eng
like,Eng
little,Eng
threads,Eng
",Punct
o,Spn
más,Spn
bien,Spn
like,Eng
peppermint,Eng
ribbon,Eng
candy,Spn
shimmering,Spn
a,Spn
little,Eng
bit,Eng
porque,Spn
se,Spn
aproximaba,Spn
el,Spn
sunset,Eng
y,Spn
había,Spn
un,Spn
glare,Eng
insoportable,Spn
.,Punct
O,Spn
los,Spn
little,Eng
slides,Eng
in,Eng
the,Eng
Chutes,Eng
&,Punct
Laddersgame,NamedEnt
:,Punct
too-skinny,Eng
",Punct
crooked,Eng
",Punct
curving,Eng
.,Punct
Negotiating,NamedEnt
them,Eng
took,Eng
todo,Spn
el,Spn
self-control,Eng
and,Eng
visual,Spn
and,Eng
mental,Eng
powers,Eng
I’d,Spn
ever,Eng
mustered,Eng
.,Punct
(,Punct
Ya,Spn
sé,Spn
",Punct
this,Eng
is,Eng
ridiculous,Eng
",Punct
born,Eng
and,Eng
bred,Eng
en,Spn
Califas,Spn
",Punct
pero,Spn
this,Eng
was,Eng
my,Eng
first,Eng
experience,Eng
driving,Eng
en,Spn
un,Spn
freeway,Eng
",Punct
thrown,Eng
",Punct
cual,Spn
lamb,Eng
to,Eng
the,Eng
slaughter,Eng
.,Punct
),Punct
Los,Spn
carriles,Spn
were,Eng
filled,Eng
to,Eng
capacity,Eng
y,Spn
yo,Spn
tuve,Spn
la,Spn
sensación,Spn
de,Spn
que,Spn
para,Spn
change,Eng
lanes—decisión,Spn
que,Spn
no,Spn
WAY,Eng
me,Spn
iba,Spn
a,Spn
atrever,Spn
a,Spn
tomar—I’d,Spn
have,Eng
to,Eng
be,Eng
like,Eng
Buff,NamedEnt
",Punct
a,Spn
Collie,NamedEnt
",Punct
por,Spn
ejemplo,Spn
(,Punct
my,Eng
favorite,Eng
book,Eng
de,Spn
la,Spn
niñez,Spn
",Punct
about,Eng
un,Spn
hybrid,Eng
collie,Eng
bien,Spn
heroico,Spn
),Punct
",Punct
cuando,Spn
el,Spn
Buff,NamedEnt
estaba,Spn
separating,Eng
out,Eng
the,Eng
mangy,Spn
",Punct
skinny,Eng
noname-brand,Eng
ovejas,Spn
que,Spn
otro,Spn
unscrupulous,Eng
rancher,Spn
había,Spn
metido,Spn
into,Eng
the,Eng
herd,Eng
of,Eng
his,Eng
master’s,Eng
plump,Eng
merinos,Spn
.,Punct
Tendría,Spn
que,Spn
bob,Spn
and,Eng
weave,Eng
",Punct
all,Eng
nimble,Eng
and,Eng
agile-footed,Eng
collie,Eng
",Punct
por,Spn
encima,Spn
de,Spn
las,Spn
espaldas,Spn
de,Spn
los,Spn
car-sheep,Eng
.,Punct
Sabía,Spn
que,Spn
eventually,Eng
I,Eng
would,Eng
have,Eng
to,Eng
aventarme,Spn
",Punct
para,Spn
get,Eng
off,Eng
the,Eng
freeway,Eng
",Punct
pero,Spn
mientras,Spn
I,Eng
just,Eng
wanted,Eng
to,Eng
feel,Eng
like,Eng
a,Spn
cog,Spn
in,Eng
that,Eng
huge,Eng
machine,Eng
",Punct
o,Spn
flow,Eng
como,Spn
un,Spn
droplet,Eng
in,Eng
that,Eng
mercury-glide,Eng
of,Eng
a,Spn
río,Spn
.,Punct
—,Punct
Fuck,Spn
me,Spn
sideways,Eng
!,Punct
Alright,NamedEnt
darlin,NamedEnt
’,Punct
",Punct
just,Eng
keep,Eng
driving,Eng
.,Punct
Right,Eng
",Punct
darlin,NamedEnt
’,Punct
!,Punct
You’re,Spn
doing,Eng
great,Eng
.,Punct
.,Punct
.,Punct
CHRIST,Eng
!,Punct
Watch,Eng
your,Eng
left,Eng
",Punct
watch,Eng
your,Eng
left,Eng
.,Punct
.,Punct
.,Punct
era,Spn
mi,Spn
indicación,Spn
de,Spn
que,Spn
Paul,NamedEnt
had,Eng
awakened,Eng
con,Spn
un,Spn
jolt,Spn
to,Eng
find,Eng
himself,Eng
being,Eng
driven,Eng
by,Eng
his,Eng
teenage,Eng
girlfriend,Eng
on,Eng
the,Eng
91W,Spn
back,Eng
to,Eng
Fountain,NamedEnt
Valley,Eng
",Punct
at,Eng
dusk,Eng
",Punct
on,Eng
a,Spn
scorching,Eng
smoggy,Eng
So,Eng
Cal,NamedEnt
summer,Eng
Sunday,Eng
.,Punct
Esto,Spn
me,Spn
hizo,Spn
ponerme,Spn
bastante,Spn
más,Spn
nerviosa,Spn
.,Punct
I,Eng
felt,Eng
those,Eng
male,Eng
motocross,Eng
eyes,Eng
on,Eng
me,Spn
from,Eng
all,Eng
sides—porque,Spn
John,NamedEnt
y,Spn
Steve,NamedEnt
también,Spn
se,Spn
habían,Spn
despertado—y,Spn
comencé,Spn
a,Spn
sentir,Spn
esos,Spn
little,Eng
bumps—thunk,Eng
thunk,Eng
thunk—under,Eng
the,Eng
wheels,Eng
.,Punct
Sentí,Spn
que,Spn
I,Eng
was,Eng
losing,Eng
control,Eng
",Punct
losing,Eng
it,Eng
fast,Eng
and,Eng
like,Eng
I’d,Spn
been,Eng
driving,Eng
",Punct
like,Eng
Tom,NamedEnt
Joad,NamedEnt
o,Spn
bueno,Spn
",Punct
at,Eng
least,Eng
como,Spn
Kerouac,NamedEnt
",Punct
antebrazos,Spn
aferrados,Spn
a,Spn
ese,Spn
huge,Eng
",Punct
sweat-slick,Eng
volante,Spn
",Punct
for,Eng
days,Eng
.,Punct
En,Spn
realidad,Spn
",Punct
I,Eng
don’t,Spn
remember,Eng
how,Eng
I,Eng
managed,Eng
to,Eng
move,Eng
to,Eng
the,Eng
right,Eng
",Punct
through,Eng
4,Punct
or,Eng
5,Punct
lanes,Eng
of,Eng
bumper-to-bumper,Eng
in,Eng
that,Eng
behemoth,Spn
",Punct
canary,Eng
colored,Eng
",Punct
motorcycle-,Eng
and,Eng
testosterone-toting,Eng
vehicle,Eng
.,Punct
Los,Spn
boys,Eng
me,Spn
recordaron,Spn
que,Spn
teníamos,Spn
que,Spn
ir,Spn
a,Spn
Disneyland,NamedEnt
esa,Spn
noche,Spn
!,Punct
Shit,Eng
!,Punct
I,Eng
just,Eng
laughed,Eng
.,Punct
Tenía,Spn
un,Spn
atroz,Spn
headache,Eng
",Punct
my,Eng
whole,Eng
body,Eng
was,Eng
shaking,Eng
.,Punct
No,Spn
tenía,Spn
concepto,Spn
of,Eng
how,Eng
people,Eng
could,Eng
do,Eng
this,Eng
every,Eng
day,Eng
.,Punct
Drive,Eng
.,Punct
Commute,Eng
.,Punct
Juré,Spn
nunca,Spn
meterme,Spn
de,Spn
nuevo,Spn
en,Spn
el,Spn
freeway,Eng
.,Punct
Mi,Spn
imagen,Spn
de,Spn
mí,Spn
",Punct
the,Eng
one,Eng
I’d,Spn
always,Eng
had,Eng
",Punct
ever,Eng
since,Eng
I,Eng
was,Eng
a,Spn
little,Eng
girl,Eng
e,Spn
iba,Spn
en,Spn
los,Spn
freeways,Eng
con,Spn
daddy,Eng
",Punct
solemnly,Spn
discussing78,Eng
los,Spn
pros,Eng
and,Eng
cons,Eng
de,Spn
todas,Spn
las,Spn
marcas,Spn
de,Spn
auto,Spn
",Punct
long,Eng
auburn,Eng
hair,Eng
windblown,Eng
in,Eng
a,Spn
‘,Punct
57,Spn
T,Eng
Bird,Eng
o,Spn
no,Spn
",Punct
mejor,Spn
",Punct
en,Spn
un,Spn
cherry,Eng
red,Eng
o,Spn
no,Spn
",Punct
matte,Eng
black,Eng
Corvette,NamedEnt
Stingray,NamedEnt
",Punct
shattered,Eng
that,Eng
day,Eng
",Punct
cuando,Spn
at,Eng
last,Eng
logré,Spn
guide,Eng
that,Eng
phallic,Eng
Dodge,NamedEnt
chariot-turned-calabaza,Eng
back,Eng
into,Eng
the,Eng
grease-stained,Eng
driveway,Eng
",Punct
descender,Spn
del,Spn
too-tall,Eng
bucket,Eng
driver’s,Eng
seat,Eng
y,Spn
balbucear,Spn
:,Punct
boys,Eng
",Punct
you,Eng
go,Eng
on,Eng
ahead,Eng
.,Punct
I’m,Spn
waaay,Spn
too,Eng
out,Eng
of,Eng
it,Eng
para,Spn
Disneyland,NamedEnt
.,Punct
(,Punct
I’ve,Spn
always,Eng
hated,Eng
Disneyland,NamedEnt
de,Spn
todos,Spn
modos,Spn
.,Punct
),Punct
Y,Spn
así,Spn
terminó,Spn
",Punct
precipitadamente,Spn
",Punct
my,Eng
long,Eng
dreamed-of,Eng
driving,Eng
career,Eng
.,Punct
El,Spn
mero,Spn
día,Spn
que,Spn
comenzó,Spn
.,Punct
Bummer,NamedEnt
.,Punct
For,Eng
at,Eng
least,Eng
another,Eng
10,Spn
years,Eng
or,Eng
so,Eng
",Punct
I,Eng
would,Eng
be,Eng
a,Spn
pasajera,Spn
only,Eng
.,Punct
Soñando,Spn
con,Spn
deep,Eng
",Punct
rumbly,Eng
motors,Eng
",Punct
and,Eng
the,Eng
sudden,Eng
kick,Eng
of,Eng
speed,Eng
con,Spn
un,Spn
suicide,Eng
clutch,Eng
",Punct
that,Eng
low,Eng
sexy,Spn
thrum,Eng
thrumque,Eng
sólo,Spn
una,Spn
Harley,NamedEnt
emite,Spn
y,Spn
que,Spn
conocería,Spn
riding,Eng
con,Spn
el,Spn
novio,Spn
de,Spn
Linda,NamedEnt
Bonfield,NamedEnt
",Punct
yeah,Eng
",Punct
toda,Spn
la,Spn
pandilla,Spn
",Punct
esos,Spn
shockingly,Eng
sweet,Eng
",Punct
Ben,NamedEnt
Lomond-living,Eng
",Punct
former,Eng
Hells,NamedEnt
Angels,NamedEnt
de,Spn
Baltimore,NamedEnt
.,Punct
Or,Eng
that,Eng
beetle-back,Eng
",Punct
jumpy,Eng
whine,Eng
of,Eng
a,Spn
Porsche,NamedEnt
que,Spn
experimentaría,Spn
con,Spn
mi,Spn
amiga,Spn
la,Spn
Janet,NamedEnt
Stagnaro,NamedEnt
al,Spn
volante,Spn
.,Punct
And,Eng
so,Eng
many,Eng
other,Eng
rides,Eng
:,Punct
desde,Spn
los,Spn
más,Spn
mundane,Spn
",Punct
como,Spn
ese,Spn
teensy,Eng
Toyota,NamedEnt
Corolla,NamedEnt
de,Spn
la,Spn
Bizzy,NamedEnt
Bee,NamedEnt
",Punct
that,Eng
could,Eng
barely,Eng
make,Eng
it,Eng
up,Eng
the,Eng
long,Eng
",Punct
rolling,Eng
hill,Eng
to,Eng
UCSC,NamedEnt
",Punct
al,Spn
Toyota,NamedEnt
Land,Eng
Rover,NamedEnt
jeep,Spn
en,Spn
el,Spn
cual,Spn
íbamos—almost,Spn
testing,Eng
out,Eng
el,Spn
roll,Eng
bar,Spn
en,Spn
varias,Spn
ocasiones,Spn
—,Punct
con,Spn
John,NamedEnt
Gose,NamedEnt
and,Eng
Mark,NamedEnt
“,Punct
Surf,NamedEnt
”,Punct
Johnson,NamedEnt
",Punct
driving,Eng
the,Eng
Pacific,NamedEnt
Coast,Eng
Highway,NamedEnt
south,Eng
",Punct
past,Eng
Nepenthe,NamedEnt
and,Eng
Esalen,NamedEnt
",Punct
down,Eng
past,Eng
the,Eng
blur,Eng
of,Eng
Big,Eng
Sur,Spn
con,Spn
esos,Spn
mystical,Eng
three,Eng
white,Eng
sharks,Eng
circling,Eng
in,Eng
the,Eng
roiling,Eng
aguas,Spn
below,Eng
",Punct
down,Eng
",Punct
a,Spn
la,Spn
casa,Spn
del,Spn
rich,Eng
producer,Eng
daddy,Eng
de,Spn
John,NamedEnt
",Punct
en,Spn
Palos,NamedEnt
Verdes,Spn
Estates,Eng
.,Punct
John,NamedEnt
era,Spn
el,Spn
que,Spn
me,Spn
dijo,Spn
una,Spn
vez,Spn
",Punct
sizing,Eng
me,Spn
up,Eng
desde,Spn
sus,Spn
acid,Eng
trippy,Eng
eyes,Eng
en,Spn
el,Spn
dorm,Eng
en,Spn
Cowell,NamedEnt
College,Eng
",Punct
damn,Eng
Suzanne,NamedEnt
",Punct
you’d,Spn
be,Eng
a,Spn
good,Eng
man,Eng
.,Punct
.,Punct
.,Punct
um,Eng
",Punct
if,Eng
only,Eng
you,Eng
weren’t,Eng
such,Eng
a,Spn
good,Eng
woman,Eng
.,Punct
Anygüey,Spn
",Punct
un,Spn
chingo,Spn
de,Spn
rides,Eng
",Punct
te,Spn
digo,Spn
",Punct
pero,Spn
inallof,Eng
them,Eng
",Punct
for,Eng
many,Eng
many,Eng
years,Eng
",Punct
yo,Spn
iba,Spn
de,Spn
pasajera,Spn
:,Punct
jointroller,Eng
",Punct
neck-masseuse,Eng
",Punct
station-changer,Eng
",Punct
storyteller,Eng
.,Punct
Bess,NamedEnt
